node_id,lat,lon,total_conflicts_office,severe_conflicts_office,total_conflicts_noon,severe_conflicts_noon,total_conflicts_evening,severe_conflicts_evening,total_conflicts_midnight,severe_conflicts_midnight
8021489684,22.569710249536637,88.36082486593159,0,0,0.0,0.0,0,0,0.0,0.0
2276455498,22.563025583526315,88.3585810738481,0,0,0.0,0.0,0,0,0.0,0.0
2281204572,22.579653161889343,88.35683172782444,0,0,0.0,0.0,0,0,0.0,0.0
1190100135,22.56564048957119,88.3505521895499,0,0,0.0,0.0,0,0,0.0,0.0
1174795871,22.57916688429386,88.3475692366147,0,0,0.0,0.0,0,0,0.0,0.0
1174832667,22.574703938000063,88.34564837794542,0,0,0.0,0.0,0,0,0.0,0.0
4793147775,22.57236323808269,88.35008677090427,0,0,0.0,0.0,0,0,0.0,0.0
4793147774,22.572812879528435,88.34849226234752,0,0,0.0,0.0,0,0,0.0,0.0
6311588103,22.572910056084357,88.34814892128557,0,0,0.0,0.0,0,0,0.0,0.0
663804413,22.577372992014524,88.35227975321281,0,0,0.0,0.0,0,0,0.0,0.0
6544715979,22.577369997743272,88.35234576292792,0,0,0.0,0.0,0,0,0.0,0.0
10904702998,22.573161450808197,88.36243118384783,0,0,0.0,0.0,0,0,0.0,0.0
664447222,22.578135813137063,88.35022179140074,0,0,0.0,0.0,0,0,0.0,0.0
cluster_13977163696_13977163697_664447214,22.57666556165072,88.34900661159256,0,0,0.0,0.0,0,0,0.0,0.0
6173584909,22.576229080369,88.34555464743887,0,0,0.0,0.0,0,0,0.0,0.0
6173584945,22.57228278662482,88.3444602322917,0,0,0.0,0.0,0,0,0.0,0.0
6173584907,22.572706295696516,88.34374863313577,0,0,0.0,0.0,0,0,0.0,0.0
2281204417,22.57117321592296,88.34971475283179,0,0,0.0,0.0,0,0,0.0,0.0
6544730092,22.580545529976572,88.35099156186374,0,0,0.0,0.0,0,0,0.0,0.0
664447076,22.578438373590927,88.34938519206845,0,0,0.0,0.0,0,0,0.0,0.0
3652317576,22.5663069861477,88.35595729720525,0,0,0.0,0.0,0,0,0.0,0.0
4374682259,22.550357971649568,88.32516868017592,0,0,0.0,0.0,0,0,0.0,0.0
1174795982,22.58292381623572,88.34896697843635,0,0,0.0,0.0,0,0,0.0,0.0
