node_id,node_type,has_signal,num_lanes_total,num_connected_edges,avg_speed_limit_ms,lat,lon
cluster_1177211394_1177211683,priority,False,6,6,13.89,22.568432790969567,88.35822491900205
1177211750,right_before_left,False,8,8,5.56,22.566697690017833,88.35923256062013
cluster_1190128285_13300645523_13300645535,traffic_light,True,10,10,17.78,22.566542660802153,88.35994175317862
1177212160,right_before_left,False,8,8,5.56,22.566781901826737,88.3589189722153
1177211424,right_before_left,False,8,8,5.56,22.566755246549814,88.35848214906332
1177211896,priority,False,6,6,13.89,22.56746054237889,88.35801466517458
1177211474,priority,False,6,6,13.89,22.56794944540976,88.3580795564301
1190128241,priority,False,6,6,13.89,22.56800340106474,88.3577120820265
11843639551,priority,False,6,4,12.04,22.568307156337887,88.35709127883503
1177211862,right_before_left,False,6,6,5.56,22.569518204199923,88.35822232762395
1177211652,right_before_left,False,6,6,5.56,22.569095940436473,88.35981518348447
1190128269,right_before_left,False,8,8,5.56,22.566403130054216,88.35914973218435
1190128256,right_before_left,False,6,6,5.56,22.56621360283733,88.35890795571883
1190128244,priority,False,2,2,5.56,22.56719137168786,88.35935176897857
1177211785,priority,False,6,6,20.37,22.567197881533613,88.36013033312265
1177212077,priority,False,6,6,16.67,22.5682201519127,88.36061952580447
1190128289,priority,False,6,6,10.19,22.567549956753787,88.3599592200516
1177211769,priority,False,6,6,13.89,22.567732902661337,88.35928122232788
cluster_1177211838_13300645525_13300645528,traffic_light,True,10,10,19.45,22.567480681148172,88.3601725919936
1177211755,priority,False,4,4,8.33,22.56914258346999,88.36206131208844
1177211312,priority,False,2,2,5.56,22.56879544887791,88.36187302360403
1177211610,right_before_left,False,6,6,5.56,22.5689594311957,88.35976580139834
cluster_10917990606_663844223,traffic_light,True,12,12,18.52,22.568362379483975,88.36029211089932
13908994428,right_before_left,False,6,6,5.56,22.56928546222025,88.35990797440392
1177211464,priority,False,4,4,8.33,22.56977851585046,88.3601439832626
1177212025,priority,False,6,6,15.74,22.568109280134802,88.36093450778611
1177211791,priority,False,4,4,6.94,22.56929900233374,88.36159438052472
cluster_1177211304_1177211692,priority,False,6,6,13.89,22.56827549787022,88.35952267177686
1177211398,priority,False,6,6,8.34,22.56717574909479,88.35813344012513
1177211357,priority,False,8,8,8.33,22.5667288751932,88.3574448981396
1177211333,priority,False,4,4,8.33,22.569468113250196,88.36108974094167
1177211833,priority,False,2,2,5.56,22.568902289397656,88.36086118422666
1177212052,priority,False,2,2,13.89,22.56514468486963,88.36020656533789
664446531,priority,False,4,4,18.05,22.57189713361008,88.35984013586413
1177212155,priority,False,6,6,13.89,22.57112767313839,88.35958556020582
1177211361,priority,False,6,6,13.89,22.566439428645133,88.36067751569098
1191714356,priority,False,6,6,13.89,22.56654933505261,88.36040181724601
1177212006,priority,False,6,6,13.89,22.566252872982698,88.36109853233738
1177211687,priority,False,6,6,11.11,22.570560961058202,88.35936565331454
663842386,priority,False,4,4,12.5,22.570105794466844,88.35913517162301
cluster_1189036471_1189036770,priority,False,8,8,11.11,22.571345185762684,88.35900669433711
1177211432,priority,False,6,4,15.74,22.571488382353685,88.35847883776778
cluster_1177212073_13300645524_664471560,traffic_light,True,10,10,17.22,22.566923595657745,88.36006394234461
cluster_1177211336_1191714436,priority,False,8,8,13.89,22.56681478676934,88.36081822703531
cluster_1177211367_9189383185,priority,False,8,8,11.11,22.566593182093236,88.36125037610083
1177211468,priority,False,6,6,11.11,22.56758446378147,88.35909382095655
1177211801,priority,False,4,4,12.5,22.56900034321559,88.36248568786614
663825934,priority,False,6,6,13.89,22.569488381472457,88.3530525265701
cluster_10279701142_664471710,priority,False,12,8,16.67,22.567898961306405,88.35605718601485
1174832699,priority,False,6,6,12.04,22.5723258025227,88.35224022880304
1186025349,priority,False,6,6,9.26,22.572388271143815,88.35204029719974
1174832713,priority,False,6,6,12.04,22.57244099148458,88.35187178115854
cluster_13298747751_6469124180,traffic_light,True,8,8,10.42,22.572514209488425,88.35167166227103
cluster_13298747747_13298747748_13298747749_13298747755_#2more,traffic_light,True,12,12,14.81,22.57268138617273,88.35111416882667
cluster_11502623494_11502623496_1186025300_13298747739,traffic_light,True,10,10,9.45,22.573433980238324,88.35347112184665
1186025348,right_before_left,False,6,6,5.56,22.573577203243726,88.35292730106126
1186025305,priority,False,6,6,9.26,22.5696394155206,88.3525140484582
1186025327,priority,False,4,4,4.17,22.570142276629507,88.35267008783426
10943566926,priority,False,6,6,8.34,22.575603663007136,88.35133775869939
10943720042,right_before_left,False,6,6,5.56,22.576307239344736,88.35154506940111
1186025332,right_before_left,False,6,6,5.56,22.576602432626537,88.35163898262871
1186025290,priority,False,2,2,5.56,22.57743426381461,88.3518678750688
664446006,priority,False,2,2,22.22,22.579314152541535,88.35418088285964
13298747752,rail_crossing,False,6,6,8.34,22.572404383354264,88.35204687324878
1186025341,right_before_left,False,6,6,5.56,22.5736542393007,88.35209125820316
1186025318,priority,False,4,4,9.72,22.57320990050993,88.35216132421513
1186025287,priority,False,4,4,9.72,22.573186933180104,88.35284043447393
1186025346,priority,False,4,4,13.89,22.57412578111737,88.35315663887697
1186025299,priority,False,4,4,8.33,22.57652086580179,88.35197256182988
1186025303,priority,False,4,4,13.89,22.574299362900163,88.35258996419488
10943484236,priority,False,6,6,8.34,22.567118176654844,88.34929083308764
1187083489,priority,False,4,4,8.33,22.567231116046656,88.34882366351948
1189036526,priority,False,4,4,8.33,22.570686201507165,88.35733951956735
10281958924,priority,False,6,4,12.97,22.57152540361465,88.35831979994876
1189036932,priority,False,6,6,13.89,22.576226975460727,88.35871640012158
1189036870,priority,False,6,4,9.26,22.576225259354548,88.35641807575948
cluster_1189036692_13298747742,traffic_light,True,6,6,10.19,22.576000494893822,88.35447479926259
1189036564,right_before_left,False,6,6,5.56,22.57625767283154,88.3538064254548
1189036710,right_before_left,False,6,6,5.56,22.57463646810463,88.35678649530476
cluster_11126932580_1189036622,priority,False,6,6,13.89,22.57146646310191,88.36057864496344
1189036929,priority,False,2,2,13.89,22.57044484805985,88.35995873675681
1189036694,priority,False,4,4,8.33,22.57000832734056,88.35943541077614
1189036539,priority,False,6,6,11.11,22.571495667511684,88.35692166479025
1189036749,right_before_left,False,6,6,5.56,22.57709958898749,88.34824949337877
1189036681,priority,False,2,2,5.56,22.576890648033626,88.34816663824283
1189036823,priority,False,2,2,5.56,22.577454327021638,88.34839474907389
10680197981,priority,False,6,6,11.11,22.57667279705043,88.35085449988296
1174833124,priority,False,2,2,13.89,22.5781449830235,88.35114010961392
10680197991,priority,False,6,6,11.11,22.576335983176733,88.35075843188767
10680197995,priority,False,6,6,13.89,22.575875427127567,88.35065182151999
1174832475,priority,False,4,4,18.05,22.574917444812186,88.3505160498227
cluster_1177161068_1177161589,right_before_left,False,8,8,5.56,22.574472054671162,88.35723907554328
12123661004,right_before_left,False,6,6,5.56,22.573484531277117,88.35723319730387
663804415,priority,False,6,4,9.26,22.576135837816047,88.35673941661213
1189036696,priority,False,2,2,5.56,22.575551573202343,88.35652264700063
1189036797,priority,False,6,6,11.11,22.57389645773222,88.35869014643914
10281958928,priority,False,6,4,15.74,22.573828809934184,88.35911702252491
6508834138,right_before_left,False,8,8,5.56,22.574047467869224,88.36061234691266
6508839477,right_before_left,False,8,8,5.56,22.57348896359303,88.36044736360499
6508834140,right_before_left,False,6,6,5.56,22.57391609623147,88.36109753385604
1189036908,right_before_left,False,6,6,5.56,22.573441257938615,88.35684929225411
6546843167,right_before_left,False,6,6,5.56,22.57274728358815,88.36093355819347
1189036935,priority,False,6,4,9.26,22.57230820228283,88.362056435542
6508839472,right_before_left,False,6,6,5.56,22.57280489827477,88.36073212393245
6508839471,right_before_left,False,6,6,5.56,22.572920040716312,88.36032876774388
1189036729,right_before_left,False,6,6,5.56,22.573454381353336,88.35985920803441
6508839479,right_before_left,False,6,6,5.56,22.573531911038643,88.35988720050251
6546843165,right_before_left,False,8,8,5.56,22.574242267474826,88.36014567672648
1177160556,priority,False,6,4,12.97,22.574725568134262,88.3595916784885
6546843171,right_before_left,False,6,6,5.56,22.572306405874325,88.36076525657998
6546843168,priority,False,2,2,5.56,22.572425252403796,88.36015906341761
1189036799,priority,False,4,4,13.89,22.57136861321337,88.3607424338297
13296545986,priority,False,2,2,5.56,22.576104387945456,88.34748965663313
664447223,priority,False,4,4,8.33,22.5763816746401,88.34709116145635
1176977350,priority,False,6,6,12.04,22.57716157871009,88.35815504427529
1189036901,priority,False,2,2,13.89,22.576731230102936,88.35809782033745
1189036513,priority,False,6,6,11.11,22.576282241799564,88.35817278254181
1189036828,priority,False,2,2,5.56,22.576600699054655,88.3582280343726
1189036644,priority,False,6,4,9.26,22.575627385013057,88.35858204368083
1177161076,priority,False,6,6,8.34,22.57263893025811,88.35679621345439
1177160566,priority,False,6,6,11.11,22.573133027441198,88.3568557084183
6546843174,right_before_left,False,6,6,5.56,22.57356599282467,88.35687054826076
1189036917,priority,False,4,4,12.5,22.572156251829423,88.3591904844793
1189036817,priority,False,6,4,12.97,22.57362113760738,88.35921593792904
1189036814,right_before_left,False,6,6,5.56,22.575957546446,88.35375146024022
1189036781,right_before_left,False,6,6,5.56,22.576413096007823,88.35377662670706
1189036617,priority,False,6,4,9.26,22.576933112232876,88.35394383750562
1189036508,right_before_left,False,6,6,5.56,22.574218883884523,88.35737810466406
3640246038,priority,False,2,2,5.56,22.57378065783155,88.35728034903221
1189036715,right_before_left,False,6,6,5.56,22.576801566548394,88.35028844485812
1189036541,priority,False,4,4,8.33,22.577263080302544,88.34991567415463
1189036611,priority,False,4,4,8.33,22.576969167224153,88.34975525140743
1189036717,priority,False,6,4,15.74,22.571029776813244,88.35833449099056
1189036925,priority,False,4,4,16.67,22.57689677645887,88.34892152408815
1189036468,priority,False,4,4,13.89,22.573207293320525,88.35644659844729
1189036518,priority,False,6,6,8.34,22.57270733199959,88.35634347693501
1189868590,priority,False,6,6,13.89,22.568989300342015,88.35663756075628
1177160716,priority,False,4,4,6.94,22.57148583605107,88.35486472513927
1189868561,priority,False,4,4,8.33,22.571162538195804,88.35586513578707
1189868551,priority,False,2,2,5.56,22.569928938668813,88.3554035618901
1189868557,priority,False,2,2,13.89,22.57193039152774,88.35174445367714
cluster_1177160373_664472773,priority,False,8,8,13.89,22.569269360468198,88.35570949018565
1177161698,priority,False,6,6,13.89,22.569040115229644,88.35637430754474
10279701147,priority,False,6,4,23.15,22.568893253250284,88.35745471321236
11282908568,right_before_left,False,6,6,5.56,22.57052277040054,88.35113834985152
1189868600,priority,False,2,2,5.56,22.570434299460004,88.3515197939918
1189868598,priority,False,4,4,13.89,22.570552759906132,88.35100909937545
1190100186,right_before_left,False,6,6,5.56,22.56839010668093,88.35231873202886
663825914,priority,False,4,4,16.67,22.568504375246835,88.35286465737322
1177161157,priority,False,4,4,13.89,22.567939572028305,88.35210534140079
664472662,priority,False,5,5,17.78,22.56822871519777,88.35278941666273
1190100407,priority,False,4,4,8.33,22.57079209832898,88.34836513542078
1190100078,priority,False,2,2,5.56,22.570214704412418,88.3481352505081
1190100511,right_before_left,False,6,6,5.56,22.567787849273024,88.34785577734826
1190100462,right_before_left,False,6,6,5.56,22.56792227265664,88.34745426401012
1190100154,right_before_left,False,6,6,5.56,22.56786348710415,88.34763574943378
11282869378,right_before_left,False,6,6,5.56,22.567137687466122,88.34464558296449
1190100432,priority,False,2,2,5.56,22.567075408029527,88.34484560997697
1190100198,right_before_left,False,6,6,5.56,22.567302337406403,88.34411725235452
11282869390,right_before_left,False,6,6,5.56,22.567341636489306,88.34396494726326
11282869382,right_before_left,False,6,6,5.56,22.56736907929139,88.34385872200848
1190100079,right_before_left,False,6,6,5.56,22.566599675959445,88.34357215115246
1190100149,right_before_left,False,6,6,5.56,22.56642919429819,88.34383677405708
1190100063,priority,False,2,2,5.56,22.565993562724742,88.34365428973304
cluster_11942000232_664472748,priority,False,8,8,13.2,22.568538061469336,88.34793105150341
11282888881,right_before_left,False,6,6,5.56,22.56991566638146,88.34995167212071
1190100185,priority,False,4,4,16.67,22.569960915787806,88.34979057394331
11282888883,right_before_left,False,6,6,5.56,22.570057944283075,88.35054037487689
1190100064,priority,False,4,4,8.33,22.570178801771288,88.35058249640267
1190100199,priority,False,4,4,8.33,22.570600972210997,88.34906535612926
1190100182,priority,False,6,6,11.11,22.569811275594404,88.34838914696859
1190100106,priority,False,4,4,5.56,22.570277994648688,88.34577822772953
6173706993,right_before_left,False,6,6,5.56,22.56947390503523,88.346355305054
1190100169,right_before_left,False,6,6,5.56,22.566256610479897,88.34427710945143
1190100352,priority,False,6,6,20.37,22.568299091659178,88.34636606844626
11282915086,priority,False,6,6,4.63,22.566200562124553,88.34693697690521
1190100322,priority,False,2,2,5.56,22.56439931553266,88.3462100380607
1190100383,right_before_left,False,4,4,5.56,22.56659186662746,88.34709492254709
1190100244,priority,False,4,4,8.33,22.572705498459037,88.34493437131428
1190100379,priority,False,6,6,9.26,22.572240110609066,88.34697854633794
1190100058,priority,False,8,8,18.06,22.567235266880612,88.3459258820335
1190100053,right_before_left,False,4,4,5.56,22.566833058618563,88.34698318971655
1190100381,right_before_left,False,6,6,5.56,22.570628105290158,88.34455602475677
1190100245,priority,False,6,6,9.26,22.57163344744784,88.3441923167731
1190100061,priority,False,4,4,13.89,22.5683708769763,88.35072807190775
1190100498,priority,False,4,4,8.33,22.56778497010423,88.35052280108125
1190100069,right_before_left,False,6,6,5.56,22.569572094408215,88.34746417390834
1190100107,priority,False,4,4,8.33,22.568871660540594,88.34713973604403
1190100168,right_before_left,False,6,6,5.56,22.569930513606597,88.34763376792974
1190100298,priority,False,8,8,9.72,22.569029110951053,88.34452719100423
1190100299,priority,False,6,6,9.26,22.569689787565324,88.34274782195298
1177161040,right_before_left,False,6,6,5.56,22.566843540708543,88.35081394337716
1177161190,right_before_left,False,6,6,5.56,22.567243459314433,88.35142936087986
11378851576,priority,False,2,2,5.56,22.566408253034478,88.35075281003695
1190100324,priority,False,6,6,9.26,22.56768997665185,88.34444379195601
3641857319,priority,False,2,2,5.56,22.568545830779243,88.34476096825645
1190100300,priority,False,2,2,5.56,22.566232163666687,88.34455423373059
1190100375,priority,False,2,2,5.56,22.565797207196688,88.34408593270932
1190100143,priority,False,2,2,5.56,22.568894336953658,88.35163568207247
1190100057,right_before_left,False,6,6,5.56,22.56906935924905,88.34495238466316
1190100180,priority,False,2,2,5.56,22.568889887218212,88.34535200797565
11282869393,right_before_left,False,6,6,5.56,22.567555531286573,88.34421180529557
1190100178,priority,False,6,6,9.26,22.567740115379618,88.34428060212282
1190100092,priority,False,2,2,5.56,22.56986654041769,88.34787375229837
1190100277,priority,False,4,4,8.33,22.57009446630147,88.34712516668336
10279761593,priority,False,6,6,12.97,22.567427161818316,88.34880719028055
1190100487,priority,False,4,4,8.33,22.567404043819376,88.34887124906757
1190100210,right_before_left,False,6,6,5.56,22.57453547642392,88.34741740830242
1190100138,priority,False,4,4,8.33,22.574948062797624,88.3463832926117
5424221999,priority,False,4,4,16.67,22.574300526161416,88.34847542062448
1190100495,priority,False,4,4,8.33,22.57413990889955,88.3458713579946
cluster_10279842289_10846984358_2281204203_663943533,priority,False,7,7,14.29,22.566365148509814,88.3484641604459
1190100112,right_before_left,False,4,4,5.56,22.5667228961853,88.3473783231374
6868769758,priority,False,2,2,13.89,22.567326129082176,88.35064193853978
1190100042,priority,False,6,6,9.26,22.571013054625773,88.34374631911531
1190100439,priority,False,6,6,11.11,22.57044087267599,88.34496569217345
1190100287,priority,False,8,8,9.72,22.569287040514045,88.34817485512238
10279761591,priority,False,4,4,16.67,22.569020947562745,88.34937013668407
1190128192,priority,False,4,4,13.89,22.567674014501854,88.35314782445842
cluster_1177161441_1190128246,priority,False,6,6,13.89,22.567407826014144,88.35394279055815
1190128338,priority,False,2,2,5.56,22.565469829604254,88.35615683697375
1190128345,priority,False,6,6,9.26,22.566293155348426,88.35651528669443
1190128257,priority,False,8,8,13.89,22.56769464630642,88.3575987741585
1190128270,priority,False,6,6,9.26,22.566613749370358,88.35615693996526
1190128194,priority,False,2,2,5.56,22.56573765831363,88.35572552352171
cluster_10279701138_664472033,priority,False,11,7,20.2,22.56617769815897,88.35238117586239
1177211771,priority,False,2,2,22.22,22.565710308317524,88.35247493738625
1190128342,right_before_left,False,8,8,5.56,22.56645386188399,88.35887539749169
1190128236,priority,False,2,2,5.56,22.56543852978655,88.35330134854765
1190128318,priority,False,6,4,9.26,22.5664060938666,88.35310345316331
1190128311,right_before_left,False,6,6,5.56,22.56620250859831,88.35863904497539
1177211877,priority,False,2,2,5.56,22.565505192696175,88.3589530412666
1190128367,right_before_left,False,8,8,5.56,22.566444969053443,88.3585811252748
1190128349,right_before_left,False,6,6,2.78,22.566951206276578,88.35978967201171
1190128237,priority,False,6,6,8.33,22.56639909193456,88.35778943961056
